Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Gender,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"1069616.3","Neisseria meningitidis 98008",,1069616,"131567;2;1224;28216;206351;481;482;487;1069616","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;Neisseria meningitidis;Neisseria meningitidis 98008","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis","WGS","98008",,,,"MLST.Neisseria_spp.461",,,,,,,,,,,,,,,,"Good","2012-08-27T00:00:00Z",,,"PRJNA71007","SAMN00849778","GCA_000293405.2","SRR454973,SRR454974","ALXU00000000","Institute for Genome Sciences","WGS","Illumina; 454","55.65x","Celera Assembler v. 7.0",,,37,2309366,51.5,6,130910,64,22,,2985,99,98.7,,100,,"blood",,"1998",1998,,"France","Europe","France",,"Human, Homo sapiens","Human",,,,"Human",,,,,"-","2014-12-08T22:12:25.740Z","2015-03-16T03:17:09.594Z"
"1069617.3","Neisseria meningitidis 80179",,1069617,"131567;2;1224;28216;206351;481;482;487;1069617","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;Neisseria meningitidis;Neisseria meningitidis 80179","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis","WGS","80179",,,,,,,,,,,,,,,,,,,,"Good","2012-08-27T00:00:00Z",,,"PRJNA71009","SAMN00849764","GCA_000293425.1","SRR454105,SRR454106,SRR454107","ALXV00000000","Institute for Genome Sciences","WGS","Illumina; 454","45.3x","Celera Assembler v. 7.0",,,31,2187718,51.6,5,144577,65,22,,2850,99.5,99.1,,100,,"blood",,"1980",1980,,"France","Europe","France",,"Human, Homo sapiens","Human",,,,"Human",,,,,"-","2014-12-08T22:12:25.540Z","2015-03-16T03:17:09.594Z"
"1069618.3","Neisseria meningitidis 92045",,1069618,"131567;2;1224;28216;206351;481;482;487;1069618","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;Neisseria meningitidis;Neisseria meningitidis 92045","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis","WGS","92045",,,,"MLST.Neisseria_spp.4122",,,,,,,,,,,,,,,,"Good","2012-08-27T00:00:00Z",,,"PRJNA71011","SAMN00849773","GCA_000293445.1","SRR454963,SRR454964,SRR454965","ALXW00000000","Institute for Genome Sciences","WGS","Illumina; 454","36.06x","Celera Assembler v. 7.0",,,25,2223920,51.6,5,170958,67,24,,2895,98.9,98.7,,100,,"blood",,"1992",1992,,"France","Europe","France",,"Human, Homo sapiens","Human",,,,"Human",,,,,"-","2014-12-08T22:12:25.574Z","2015-03-16T03:17:09.594Z"
"1069619.3","Neisseria meningitidis NM2657",,1069619,"131567;2;1224;28216;206351;481;482;487;1069619","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;Neisseria meningitidis;Neisseria meningitidis NM2657","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis","WGS","NM2657",,,,"MLST.Neisseria_spp.60",,,,,,,,,,,,,,,,"Good","2012-08-27T00:00:00Z",,,"PRJNA71013","SAMN00849784","GCA_000293465.1","SRR454984,SRR454985,SRR454986","ALXX00000000","Institute for Genome Sciences","WGS","Illumina; 454","44.01x","Celera Assembler v. 6.1",,,30,2154485,51.6,5,170012,67,24,,2738,99.1,98.7,0.6,100,,"blood",,"2007",2007,,"USA",,"United States",,"Human, Homo sapiens","Human",,,,"Human",,,,,"-","2014-12-08T22:12:26.194Z","2015-03-16T03:17:09.594Z"
"1069620.3","Neisseria meningitidis NM2795",,1069620,"131567;2;1224;28216;206351;481;482;487;1069620","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;Neisseria meningitidis;Neisseria meningitidis NM2795","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis","WGS","NM2795",,,,"MLST.Neisseria_spp.198",,,,,,,,,,,,,,,,"Good","2012-08-27T00:00:00Z",,,"PRJNA71015","SAMN00849787","GCA_000293625.1","SRR454990,SRR454991,SRR454992","ALXY00000000","Institute for Genome Sciences","WGS","Illumina; 454","56.24x","Celera Assembler v. 6.1",,,25,2154992,51.9,5,188031,66,20,,2722,99,98.7,,100,,"blood",,"1998",1998,,"USA",,"United States",,"Human, Homo sapiens","Human",,,,"Human",,,,,"-","2014-12-08T22:12:26.231Z","2015-03-16T03:17:09.594Z"
"1069621.3","Neisseria meningitidis NM3081",,1069621,"131567;2;1224;28216;206351;481;482;487;1069621","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;Neisseria meningitidis;Neisseria meningitidis NM3081","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis","WGS","NM3081",,,,"MLST.Neisseria_spp.6173",,,,,,,,,,,,,,,,"Good","2012-08-27T00:00:00Z",,,"PRJNA71017","SAMN00849790","GCA_000293645.1","SRR454997,SRR454998,SRR454999","ALXZ00000000","Institute for Genome Sciences","WGS","Illumina; 454","30.89x","Celera Assembler v. 6.1",,,57,2346626,51.3,9,87900,65,21,,3052,99.1,98.8,,100,,"blood",,"2007",2007,,"USA",,"United States",,"Human, Homo sapiens","Human",,,,"Human",,,,,"-","2014-12-08T22:12:26.266Z","2015-03-16T03:17:09.594Z"
"1069622.3","Neisseria meningitidis NM3001",,1069622,"131567;2;1224;28216;206351;481;482;487;1069622","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;Neisseria meningitidis;Neisseria meningitidis NM3001","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis","WGS","NM3001",,,,,,,,,,,,,,,,,,,,"Good","2012-08-27T00:00:00Z",,,"PRJNA71019","SAMN00849789","GCA_000293665.1","SRR454994,SRR454995,SRR454996","ALYA00000000","Institute for Genome Sciences","WGS","Illumina; 454","44.55x","Celera Assembler v. 6.1",,,29,2152485,51.7,4,193439,65,21,,2738,99,98.7,,100,,"blood",,"2006",2006,,"USA",,"United States",,"Human, Homo sapiens","Human",,,,"Human",,,,,"-","2014-12-08T22:12:26.249Z","2015-03-16T03:17:09.594Z"
"1077282.3","Neisseria meningitidis Nm8187",,1077282,"131567;2;1224;28216;206351;481;482;487;1077282","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;Neisseria meningitidis;Neisseria meningitidis Nm8187","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis","WGS","Nm8187",,,,"MLST.Neisseria_spp.3923",,,,,,,,,,,,," ",,,"Good","2011-12-29T00:00:00Z","22084315",,"PRJNA72341","SAMN02471961","GCA_000240545.2",,"AGBN00000000","University of Toronto","WGS",,,,,,173,2083073,51.8,19,31753,52,3,,2527,99.1,98.8,0.6,100,,"blood","isolated in Ontario, Canada","2002",2002,,"Canada","North America","Canada: Ontario",,"Human, Homo sapiens","Human",,,,"Human",,,,,"We plan to sequence a number of invasive Neisseria meningitidis genomes isolated in Ontario, Canada. Taking a comparative genomics approach, we seek to address the dynamics of their genome structure and the evolution of virulence associated genes. The genomic data and forthcoming analysis should shed some new light on the understanding of the evolution and epidemiology of the Neisseria meningitidis pathogen.","2014-12-08T22:12:26.760Z","2015-03-16T03:17:09.594Z"
"1079752.3","Neisseria meningitidis Nm3127",,1079752,"131567;2;1224;28216;206351;481;482;487;1079752","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;Neisseria meningitidis;Neisseria meningitidis Nm3127","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis","WGS","Nm3127",,,,"MLST.Neisseria_spp.3980",,,,,,,,,,,,," ",,,"Good","2011-12-29T00:00:00Z","22084315",,"PRJNA72657","SAMN02471969","GCA_000240565.2",,"AGBO00000000","University of Toronto","WGS",,,,,,210,2078784,51.8,25,22871,52,3,,2521,99.4,99.1,,100,,"blood","isolated in Ontario, Canada","2006",2006,,"Canada","North America","Canada: Ontario",,"Human, Homo sapiens","Human",,,,"Human",,,,,"We plan to sequence a number of invasive Neisseria meningitidis genomes isolated in Ontario, Canada. Taking a comparative genomics approach, we seek to address the dynamics of their genome structure and the evolution of virulence associated genes. The genomic data and forthcoming analysis should shed some new light on the understanding of the evolution and epidemiology of the Neisseria meningitidis pathogen.","2014-12-08T22:12:26.735Z","2015-03-16T03:17:09.594Z"
"1079753.3","Neisseria meningitidis Nm2732",,1079753,"131567;2;1224;28216;206351;481;482;487;1079753","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;Neisseria meningitidis;Neisseria meningitidis Nm2732","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis","WGS","Nm2732",,,,,,,,,,,,,,,,," ",,,"Good","2011-12-29T00:00:00Z","22084315",,"PRJNA72659","SAMN02471962","GCA_000240585.2",,"AGBP00000000","University of Toronto","WGS",,,,,,229,2164956,51.4,31,21150,51,3,,2612,99.4,99.2,1.2,100,,"blood","isolated in Ontario, Canada","2007",2007,,"Canada","North America","Canada: Ontario",,"Human, Homo sapiens","Human",,,,"Human",,,,,"We plan to sequence a number of invasive Neisseria meningitidis genomes isolated in Ontario, Canada. Taking a comparative genomics approach, we seek to address the dynamics of their genome structure and the evolution of virulence associated genes. The genomic data and forthcoming analysis should shed some new light on the understanding of the evolution and epidemiology of the Neisseria meningitidis pathogen.","2014-12-08T22:12:26.726Z","2015-03-16T03:17:09.594Z"
"1079754.3","Neisseria meningitidis Nm6938",,1079754,"131567;2;1224;28216;206351;481;482;487;1079754","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;Neisseria meningitidis;Neisseria meningitidis Nm6938","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis","WGS","Nm6938",,,,"MLST.Neisseria_spp.22",,,,,,,,,,,,," ",,,"Good","2011-12-29T00:00:00Z","22084315",,"PRJNA72661","SAMN02471964","GCA_000240605.2",,"AGBQ00000000","University of Toronto","WGS",,,,,,193,2174844,51.4,26,28631,53,3,,2631,99.5,99.3,,100,,"blood","isolated in Ontario, Canada","2001",2001,,"Canada","North America","Canada: Ontario",,"Human, Homo sapiens","Human",,,,"Human",,,,,"We plan to sequence a number of invasive Neisseria meningitidis genomes isolated in Ontario, Canada. Taking a comparative genomics approach, we seek to address the dynamics of their genome structure and the evolution of virulence associated genes. The genomic data and forthcoming analysis should shed some new light on the understanding of the evolution and epidemiology of the Neisseria meningitidis pathogen.","2014-12-08T22:12:26.752Z","2015-03-16T03:17:09.594Z"
"1079755.3","Neisseria meningitidis Nm6756",,1079755,"131567;2;1224;28216;206351;481;482;487;1079755","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;Neisseria meningitidis;Neisseria meningitidis Nm6756","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis","WGS","Nm6756",,,,,,,,,,,,,,,,," ",,,"Good","2011-12-29T00:00:00Z","22084315",,"PRJNA72663","SAMN02471970","GCA_000240625.2",,"AGBR00000000","University of Toronto","WGS",,,,,,176,2057401,51.9,23,28097,52,3,,2444,98.8,98.7,,100,,"blood","isolated in Ontario, Canada","2008",2008,,"Canada","North America","Canada: Ontario",,"Human, Homo sapiens","Human",,,,"Human",,,,,"We plan to sequence a number of invasive Neisseria meningitidis genomes isolated in Ontario, Canada. Taking a comparative genomics approach, we seek to address the dynamics of their genome structure and the evolution of virulence associated genes. The genomic data and forthcoming analysis should shed some new light on the understanding of the evolution and epidemiology of the Neisseria meningitidis pathogen.","2014-12-08T22:12:26.743Z","2015-03-16T03:17:09.594Z"
"1079756.3","Neisseria meningitidis Nm8663",,1079756,"131567;2;1224;28216;206351;481;482;487;1079756","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;Neisseria meningitidis;Neisseria meningitidis Nm8663","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis","WGS","Nm8663",,,,,,,,,,,,,,,,," ",,,"Good","2011-12-29T00:00:00Z","22084315",,"PRJNA72665","SAMN02471967","GCA_000240645.2",,"AGBS00000000","University of Toronto","WGS",,,,,,176,2057887,51.8,24,25339,45,3,,2424,98.6,98.4,,100,,"blood","isolated in Ontario, Canada","2002",2002,,"Canada","North America","Canada: Ontario",,"Human, Homo sapiens","Human",,,,"Human",,,,,"We plan to sequence a number of invasive Neisseria meningitidis genomes isolated in Ontario, Canada. Taking a comparative genomics approach, we seek to address the dynamics of their genome structure and the evolution of virulence associated genes. The genomic data and forthcoming analysis should shed some new light on the understanding of the evolution and epidemiology of the Neisseria meningitidis pathogen.","2014-12-08T22:12:26.768Z","2015-03-16T03:17:09.594Z"
"1079757.3","Neisseria meningitidis Nm1140",,1079757,"131567;2;1224;28216;206351;481;482;487;1079757","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;Neisseria meningitidis;Neisseria meningitidis Nm1140","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis","WGS","Nm1140",,,,,,,,,,,,,,,,," ",,,"Good","2011-12-29T00:00:00Z","22084315",,"PRJNA72667","SAMN02471965","GCA_000240665.2",,"AGBT00000000","University of Toronto","WGS",,,,,,152,2056076,52,20,28094,50,5,,2458,99,98.7,,100,,"blood","isolated in Ontario, Canada","2009",2009,,"Canada","North America","Canada: Ontario",,"Human, Homo sapiens","Human",,,,"Human",,,,,"We plan to sequence a number of invasive Neisseria meningitidis genomes isolated in Ontario, Canada. Taking a comparative genomics approach, we seek to address the dynamics of their genome structure and the evolution of virulence associated genes. The genomic data and forthcoming analysis should shed some new light on the understanding of the evolution and epidemiology of the Neisseria meningitidis pathogen.","2014-12-08T22:12:26.718Z","2015-03-16T03:17:09.594Z"
"1095665.3","Neisseria meningitidis 63006",,1095665,"131567;2;1224;28216;206351;481;482;487;1095665","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;Neisseria meningitidis;Neisseria meningitidis 63006","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis","WGS","63006",,,,"MLST.Neisseria_spp.4",,,,,,,,,,,,," ",,,"Good","2012-12-21T00:00:00Z",,,"PRJNA76261","SAMN01054387","GCA_000327545.2","SRR513536,SRR513537","ANSI00000000","Institute for Genome Sciences","WGS","Illumina; 454","49.81x","Celera Assembler v. 7.0",,,25,2203455,51.81,4,175538,65,21,,2859,99.3,99,1.2,100,,"disease case",,"1963",1963,,"Burkina Faso","Africa","Burkina Faso",,"Human, Homo sapiens","Human",,,,"Human",,,,,"-","2014-12-08T22:12:25.328Z","2015-03-16T03:17:09.594Z"
