Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Gender,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"1322347.4","Bifidobacterium longum E18",,1322347,"131567;2;1783272;201174;1760;85004;31953;1678;216816;1322347","cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum;Bifidobacterium longum E18","Bacteria","Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium longum","Complete","E18",,,,,,,,,,,,,,,,,,,,"Good","2015-03-23T00:00:00Z",,,"PRJNA197134","SAMN02471972","GCF_000497735.1",,"AUYD00000000","Ulm University","Complete","454; ABI3730","19.6x","Newbler v. 2.3",,,1,2372966,59.96,1,2372966,63,6,,2084,99.9,99.6,,100,,"feces from a healthy adult",,"20-04",2000,,"Germany","Europe","Germany: Ulm",,"Human, Homo sapiens","Human",,,,"Human",,,,,"This strain will be sequenced for comparative genome analysis.","2016-01-17T15:33:52.002Z","2016-01-17T15:33:52.002Z"
"1350471.3","Bifidobacterium longum subsp. longum 1-5B",,1350471,"131567;2;1783272;201174;1760;85004;31953;1678;216816;1679;1350471","cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum;Bifidobacterium longum subsp. longum;Bifidobacterium longum subsp. longum 1-5B","Bacteria","Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium longum","WGS","1-5B",,,,,,,,,,,,,,,,,,,,"Good","2014-07-16T00:00:00Z","-",,"PRJNA209580","SAMN02862991","GCA_000730105.1",,"JNVX00000000","Pirogov Russian National Research Medical University","WGS","Illumina HiSeq","3037.0x","CLC Genomics Workbench v. 6.0.2",,,25,2367512,60.1,3,286860,55,3,,1978,99.6,99.4,,100,,"stool sample",,"2005",2005,,"Russia","Europe","Russia: Moscow",,"Human, Homo sapiens","Human",,,,"Human",,,,,"Whole genome sequencing of Bifidobacterium longum subsp. longum 1-5B","2014-12-09T00:45:34.444Z","2015-03-16T03:17:09.594Z"
"1350472.3","Bifidobacterium longum subsp. longum 7-1B",,1350472,"131567;2;1783272;201174;1760;85004;31953;1678;216816;1679;1350472","cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum;Bifidobacterium longum subsp. longum;Bifidobacterium longum subsp. longum 7-1B","Bacteria","Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium longum","WGS","7-1B",,,,,,,,,,,,,,,,,,,,"Good","2014-07-16T00:00:00Z","-",,"PRJNA209581","SAMN02862992","GCA_000730055.1",,"JNVY00000000","Pirogov Russian National Research Medical University","WGS","Illumina HiSeq","2814.0x","CLC Genomics Workbench v. 6.0.2",,,34,2407087,59.8,2,435415,56,3,,1988,99.8,99.6,,100,,"stool sample",,"2011",2011,,"Russia","Europe","Russia: Moscow",,"Human, Homo sapiens","Human",,,,"Human",,,,,"Whole genome sequencing of Bifidobacterium longum subsp. longum 7-1B","2014-12-09T00:45:34.966Z","2015-03-16T03:17:09.594Z"
"1350473.3","Bifidobacterium longum subsp. longum 17-1B",,1350473,"131567;2;1783272;201174;1760;85004;31953;1678;216816;1679;1350473","cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum;Bifidobacterium longum subsp. longum;Bifidobacterium longum subsp. longum 17-1B","Bacteria","Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium longum","WGS","17-1B",,,,,,,,,,,,,,,,,,,,"Good","2014-07-16T00:00:00Z","-",,"PRJNA209583","SAMN02862993","GCA_000730035.1",,"JNVZ00000000","Pirogov Russian National Research Medical University","WGS","Illumina HiSeq","2001.0x","CLC Genomics Workbench v. 6.0.2",,,20,2467200,60.2,3,415603,53,3,,2103,99.6,99.3,,100,,"stool sample",,"2011",2011,,"Russia","Europe","Russia: Moscow",,"Human, Homo sapiens","Human",,,,"Human",,,,,"Whole genome sequencing of Bifidobacterium longum subsp. longum 17-1B","2014-12-09T00:45:35.524Z","2015-03-16T03:17:09.594Z"
"1437597.3","Bifidobacterium longum subsp. suis DSM 20211",,1437597,"131567;2;1783272;201174;1760;85004;31953;1678;216816;1695;1437597","cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum;Bifidobacterium longum subsp. suis;Bifidobacterium longum subsp. suis DSM 20211","Bacteria","Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium longum","WGS","DSM 20211",,,,,,,,,,,,,,,,,,,,"Good","2014-11-04T00:00:00Z","-",,"PRJNA237576","SAMN02442020","GCA_000771285.1","SRR1151286","JDUC00000000","Key Laboratory of Dairy BiotecInner Mongolia Agricultural University","WGS","Illunima Hiseq","278.3x","SOAPdenovo v. 2.01",,,129,2389965,60.05,6,150242,53,14,,2065,99.6,99.2,,100,,,,,,,,,,,,,,,,,,,,,"Genomic characterization of the genus Bifidobacterium","2015-03-12T17:39:04.910Z","2015-03-16T03:17:09.594Z"
"1457183.3","Bifidobacterium longum subsp. infantis EK3",,1457183,"131567;2;1783272;201174;1760;85004;31953;1678;216816;1682;1457183","cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum;Bifidobacterium longum subsp. infantis;Bifidobacterium longum subsp. infantis EK3","Bacteria","Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium longum","WGS","EK3",,,,,,,,,,,,,,,,,,,,"Good","2014-07-16T00:00:00Z","-",,"PRJNA236798","SAMN02862995","GCA_000730125.1",,"JNWB00000000","Pirogov Russian National Research Medical University","WGS","Illumina HiSeq","1161.0x","CLC Genomics Workbench v. 6.0.2",,,38,2564809,59.4,6,179236,55,3,,2271,99.4,99.3,1.4,100,,"stool sample",,"2008",2008,,"Russia","Europe","Russia: Moscow",,"Human, Homo sapiens","Human",,,,"Human",,,,,"Whole genome sequencing of Bifidobacterium longum subsp. infantis EK3","2014-12-08T23:08:14.704Z","2015-03-16T03:17:09.594Z"
"1457184.3","Bifidobacterium longum subsp. longum 72B",,1457184,"131567;2;1783272;201174;1760;85004;31953;1678;216816;1679;1457184","cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum;Bifidobacterium longum subsp. longum;Bifidobacterium longum subsp. longum 72B","Bacteria","Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium longum","WGS","72B",,,,,,,,,,,,,,,,,,,,"Good","2014-07-16T00:00:00Z","-",,"PRJNA236797","SAMN02862994","GCA_000730045.1",,"JNWA00000000","Pirogov Russian National Research Medical University","WGS","Illumina HiSeq","1059.0x","CLC Genomics Workbench v. 6.0.2",,,30,2374452,60.2,4,289932,56,3,,2052,99.8,99.6,,100,,"stool sample",,"2001",2001,,"Russia","Europe","Russia: Moscow",,"Human, Homo sapiens","Human",,,,"Human",,,,,"Whole genome sequencing of Bifidobacterium longum subsp. longum 72B","2014-12-08T23:08:15.183Z","2015-03-16T03:17:09.594Z"
"1457185.3","Bifidobacterium longum subsp. longum EK5",,1457185,"131567;2;1783272;201174;1760;85004;31953;1678;216816;1679;1457185","cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum;Bifidobacterium longum subsp. longum;Bifidobacterium longum subsp. longum EK5","Bacteria","Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium longum","WGS","EK5",,,,,,,,,,,,,,,,,,,,"Good","2014-07-16T00:00:00Z","-",,"PRJNA236799","SAMN02862996","GCA_000730025.1",,"JNWC00000000","Pirogov Russian National Research Medical University","WGS","Illumina HiSeq","1417.0x","CLC Genomics Workbench v. 6.0.2",,,28,2231287,59.7,4,254810,53,3,,1851,99.8,99.6,,100,,"stool sample",,"2011",2011,,"Russia","Europe","Russia: Moscow",,"Human, Homo sapiens","Human",,,,"Human",,,,,"Whole genome sequencing of Bifidobacterium longum subsp. longum EK5","2014-12-08T23:08:15.659Z","2015-03-16T03:17:09.594Z"
"1457186.3","Bifidobacterium longum subsp. longum EK13",,1457186,"131567;2;1783272;201174;1760;85004;31953;1678;216816;1679;1457186","cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum;Bifidobacterium longum subsp. longum;Bifidobacterium longum subsp. longum EK13","Bacteria","Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium longum","WGS","EK13",,,,,,,,,,,,,,,,,,,,"Good","2014-07-16T00:00:00Z","-",,"PRJNA236800","SAMN02862997","GCA_000730135.1",,"JNWD00000000","Pirogov Russian National Research Medical University","WGS","Illumina HiSeq","1337.0x","CLC Genomics Workbench v. 6.0.2",,,39,2474529,60,3,303761,55,3,,2138,99.7,99.6,,100,,"stool sample",,"2009",2009,,"Russia","Europe","Russia: Moscow",,"Human, Homo sapiens","Human",,,,"Human",,,,,"Whole genome sequencing of Bifidobacterium longum subsp. longum EK13","2014-12-08T23:08:16.144Z","2015-03-16T03:17:09.594Z"
"1679.10","Bifidobacterium longum subsp. longum strain CCUG30698",,1679,"131567;2;1783272;201174;1760;85004;31953;1678;216816;1679","cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum;Bifidobacterium longum subsp. longum","Bacteria","Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium longum","Complete","CCUG30698",,,,,,,,,,,,,,,,,"CCUG:30698",,,"Good","2015-11-19T00:00:00Z","26489930",,"PRJNA287222","SAMN03785819","GCF_001446275.1",,"CP011965","University College Cork","Complete","PacBio SMRT","51","PacBio SMRTPortal analysis platform v.",,,1,2458004,60.22,1,2458004,73,6,,2172,99.6,99.3,,100,,,,"1992-10-19",1992,,"Sweden","Europe","Sweden","env_biome:gut","Human, Homo sapiens","Human",,,,"Human",,,,,"The sequencing and comparative analysis of Bifidobacterium longum","2016-01-17T17:48:43.325Z","2016-01-17T17:48:43.325Z"
"1679.100","Bifidobacterium longum subsp. longum strain MCC10098",,1679,"131567;2;1783272;201174;1760;85004;31953;1678;216816;1679","cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum;Bifidobacterium longum subsp. longum","Bacteria","Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium longum","WGS","MCC10098",,,,,,,,,,,,,,,,,,,,"Good","2019-03-08T00:00:00Z","29311585",,"PRJNA374900","SAMN06368652","GCA_004332835.1",,"SHSR00000000","Morinaga Milk Industry","WGS","Illumina MiSeq","158.7x","CLC NGS Cell v. 8",,,58,2326671,59.86175,6,103002,54,3,,1979,99.8,99.3,,,,"feces",,"2015",2015,,"Japan","Asia","Japan",,"Human, Homo sapiens","Human",,,,"Human",,,,"sample_type:cell culture","Comparative genomics of Bifidobacterium longum subsp. longum","2019-07-18T03:03:21.718Z","2019-07-18T03:03:21.718Z"
"1679.101","Bifidobacterium longum subsp. longum strain MCC10095",,1679,"131567;2;1783272;201174;1760;85004;31953;1678;216816;1679","cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum;Bifidobacterium longum subsp. longum","Bacteria","Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium longum","WGS","MCC10095",,,,,,,,,,,,,,,,,,,,"Good","2019-03-08T00:00:00Z","29311585",,"PRJNA374900","SAMN06368649","GCA_004332855.1",,"SHSO00000000","Morinaga Milk Industry","WGS","Illumina MiSeq","30.5x","CLC NGS Cell v. 8",,,95,2356818,60.274914,10,73899,55,3,,2102,99.8,99,,,,"feces",,"2015",2015,,"Japan","Asia","Japan",,"Human, Homo sapiens","Human",,,,"Human",,,,"sample_type:cell culture","Comparative genomics of Bifidobacterium longum subsp. longum","2019-07-18T03:06:10.762Z","2019-07-18T03:06:10.762Z"
"1679.102","Bifidobacterium longum subsp. longum strain MCC10093",,1679,"131567;2;1783272;201174;1760;85004;31953;1678;216816;1679","cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum;Bifidobacterium longum subsp. longum","Bacteria","Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium longum","WGS","MCC10093",,,,,,,,,,,,,,,,,,,,"Good","2019-03-08T00:00:00Z","29311585",,"PRJNA374900","SAMN06368647","GCA_004332865.1",,"SHSM00000000","Morinaga Milk Industry","WGS","Illumina MiSeq","114.3x","CLC NGS Cell v. 8",,,57,2458942,60.164005,7,107167,55,3,,2182,99.8,99.5,,,,"feces",,"2015",2015,,"Japan","Asia","Japan",,"Human, Homo sapiens","Human",,,,"Human",,,,"sample_type:cell culture","Comparative genomics of Bifidobacterium longum subsp. longum","2019-07-18T03:06:39.029Z","2019-07-18T03:06:39.029Z"
"1679.103","Bifidobacterium longum subsp. longum strain MCC10094",,1679,"131567;2;1783272;201174;1760;85004;31953;1678;216816;1679","cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum;Bifidobacterium longum subsp. longum","Bacteria","Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium longum","WGS","MCC10094",,,,,,,,,,,,,,,,,,,,"Good","2019-03-08T00:00:00Z","29311585",,"PRJNA374900","SAMN06368648","GCA_004332895.1",,"SHSN00000000","Morinaga Milk Industry","WGS","Illumina MiSeq","141.3x","CLC NGS Cell v. 8",,,39,2509624,59.86881,5,177716,76,3,,2286,99.7,99,,,,"feces",,"2015",2015,,"Japan","Asia","Japan",,"Human, Homo sapiens","Human",,,,"Human",,,,"sample_type:cell culture","Comparative genomics of Bifidobacterium longum subsp. longum","2019-07-18T03:06:46.575Z","2019-07-18T03:06:46.575Z"
