Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Gender,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"1331265.3","Bordetella pertussis Bp H918",,1331265,"131567;2;1224;28216;80840;506;517;520;1331265","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis;Bordetella pertussis H918","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella","Bordetella pertussis","WGS","H918",,,,"MLST.Bordetella_spp.2",,,,,,,,,,,,," ",,,"Good","2013-10-24T00:00:00Z","24356839",,"PRJNA202168","SAMN02436299","GCA_000479475.1",,"AXSN00000000","JCVI","WGS","Illumina","94.47x","Celera v. 7.0",,,60,4073712,67.7,10,150397,54,12,,4199,99,97.8,,100,,,"part of 28 B. pertussis strains isolated during outbreaks from 2010 through 2012","2012",2012,,"USA",,"United States",,"Human, Homo sapiens","Human",,,,"Human",,,,,"In order to understand the speciation and evolution of the Bordetellae, and the adaptation of multiple lineages to infect humans, we propose to sequence several strains of B. bronchiseptica, B. parapertussis and B. pertussis","2014-12-08T22:10:30.647Z","2015-03-16T03:17:09.594Z"
"1331266.3","Bordetella pertussis Bp H921",,1331266,"131567;2;1224;28216;80840;506;517;520;1331266","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis;Bordetella pertussis H921","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella","Bordetella pertussis","WGS","H921",,,,"MLST.Bordetella_spp.2",,,,,,,,,,,,," ",,,"Good","2013-10-24T00:00:00Z","24356839",,"PRJNA202169","SAMN02436207","GCA_000479495.1",,"AXSM00000000","JCVI","WGS","Illumina","90.62x","Celera v. 7.0",,,48,4064081,67.7,9,164785,50,9,,4157,99.1,97.9,,100,,,"part of 28 B. pertussis strains isolated during outbreaks from 2010 through 2012","2012",2012,,"USA",,"United States",,"Human, Homo sapiens","Human",,,,"Human",,,,,"In order to understand the speciation and evolution of the Bordetellae, and the adaptation of multiple lineages to infect humans, we propose to sequence several strains of B. bronchiseptica, B. parapertussis and B. pertussis","2014-12-08T22:10:30.680Z","2015-03-16T03:17:09.594Z"
"1331267.3","Bordetella pertussis Bp H939",,1331267,"131567;2;1224;28216;80840;506;517;520;1331267","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis;Bordetella pertussis H939","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella","Bordetella pertussis","WGS","H939",,,,"MLST.Bordetella_spp.2",,,,,,,,,,,,," ",,,"Good","2013-10-24T00:00:00Z","24356839",,"PRJNA202170","SAMN02436203","GCA_000479575.1",,"AXSL00000000","JCVI","WGS","Illumina","91.45x","Celera v. 7.0",,,43,4018810,67.7,8,177196,48,6,,4183,99.1,98,,100,,,"part of 28 B. pertussis strains isolated during outbreaks from 2010 through 2012","2012",2012,,"USA",,"United States",,"Human, Homo sapiens","Human",,,,"Human",,,,,"In order to understand the speciation and evolution of the Bordetellae, and the adaptation of multiple lineages to infect humans, we propose to sequence several strains of B. bronchiseptica, B. parapertussis and B. pertussis","2014-12-08T22:10:30.690Z","2015-03-16T03:17:09.594Z"
"1331268.3","Bordetella pertussis Bp H973",,1331268,"131567;2;1224;28216;80840;506;517;520;1331268","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis;Bordetella pertussis H973","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella","Bordetella pertussis","WGS","H973",,,,"MLST.Bordetella_spp.2",,,,,,,,,,,,," ",,,"Good","2013-10-24T00:00:00Z","24356839",,"PRJNA202171","SAMN02436202","GCA_000479595.1",,"AXSK00000000","JCVI","WGS","Illumina","85.01x","Celera v. 7.0",,,62,4014250,67.8,10,112367,45,,,4033,99,97.6,0.6,99.4,,,"part of 28 B. pertussis strains isolated during outbreaks from 2010 through 2012","2012",2012,,"USA",,"United States",,"Human, Homo sapiens","Human",,,,"Human",,,,,"In order to understand the speciation and evolution of the Bordetellae, and the adaptation of multiple lineages to infect humans, we propose to sequence several strains of B. bronchiseptica, B. parapertussis and B. pertussis","2014-12-08T22:10:30.699Z","2015-03-16T03:17:09.594Z"
"1331269.3","Bordetella pertussis Bp SEAT 0004",,1331269,"131567;2;1224;28216;80840;506;517;520;1331269","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis;Bordetella pertussis STO1-SEAT-0004","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella","Bordetella pertussis","WGS","STO1-SEAT-0004",,,,"MLST.Bordetella_spp.2",,,,,,,,,,,,," ",,,"Good","2013-10-24T00:00:00Z","24356839",,"PRJNA202172","SAMN02436206","GCA_000479615.1",,"AXSJ00000000","JCVI","WGS","Illumina","100x","Velvet v. 2.2",,,121,3839596,67.9,23,52170,46,3,,3806,99,97.9,,100,,,"part of 28 B. pertussis strains isolated during outbreaks from 2010 through 2012","2011",2011,,"USA",,"United States",,"Human, Homo sapiens","Human",,,,"Human",,,,,"In order to understand the speciation and evolution of the Bordetellae, and the adaptation of multiple lineages to infect humans, we propose to sequence several strains of B. bronchiseptica, B. parapertussis and B. pertussis","2014-12-08T22:10:30.725Z","2015-03-16T03:17:09.594Z"
"1331270.3","Bordetella pertussis CDC Bp I002",,1331270,"131567;2;1224;28216;80840;506;517;520;1331270","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis;Bordetella pertussis I002","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella","Bordetella pertussis","WGS","I002",,,,"MLST.Bordetella_spp.2",,,,,,,,,,,,," ",,,"Good","2013-10-24T00:00:00Z","24356839",,"PRJNA202173","SAMN02436246","GCA_000479395.1",,"AXSI00000000","JCVI","WGS","Illumina","85.42x","Celera v. 7.0",,,63,4047567,67.7,10,102522,51,9,,4092,99,97.7,0.6,99.4,,,"part of 28 B. pertussis strains isolated during outbreaks from 2010 through 2012","2012",2012,,"USA",,"United States",,"Human, Homo sapiens","Human",,,,"Human",,,,,"In order to understand the speciation and evolution of the Bordetellae, and the adaptation of multiple lineages to infect humans, we propose to sequence several strains of B. bronchiseptica, B. parapertussis and B. pertussis","2014-12-08T22:10:30.740Z","2015-03-16T03:17:09.594Z"
"1331271.3","Bordetella pertussis CDC Bp I036",,1331271,"131567;2;1224;28216;80840;506;517;520;1331271","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis;Bordetella pertussis I036","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella","Bordetella pertussis","WGS","I036",,,,"MLST.Bordetella_spp.2",,,,,,,,,,,,," ",,,"Good","2013-10-24T00:00:00Z","24356839",,"PRJNA202174","SAMN02436201","GCA_000479515.1",,"AXSH00000000","JCVI","WGS","Illumina","88.94x","Celera v. 7.0",,,46,4057285,67.7,9,189616,48,6,,4124,99.1,98,,100,,,"part of 28 B. pertussis strains isolated during outbreaks from 2010 through 2012","2012",2012,,"USA",,"United States",,"Human, Homo sapiens","Human",,,,"Human",,,,,"In order to understand the speciation and evolution of the Bordetellae, and the adaptation of multiple lineages to infect humans, we propose to sequence several strains of B. bronchiseptica, B. parapertussis and B. pertussis","2014-12-08T22:10:30.750Z","2015-03-16T03:17:09.594Z"
"1331272.3","Bordetella pertussis CDC Bp I176",,1331272,"131567;2;1224;28216;80840;506;517;520;1331272","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis;Bordetella pertussis I176","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella","Bordetella pertussis","WGS","I176",,,,"MLST.Bordetella_spp.2",,,,,,,,,,,,," ",,,"Good","2013-10-24T00:00:00Z","24356839",,"PRJNA202175","SAMN02436205","GCA_000479535.1",,"AXSG00000000","JCVI","WGS","Illumina","83.05x","Celera v. 7.0",,,33,4045246,67.8,7,266526,47,3,,4092,99.1,97.8,,100,,,"part of 28 B. pertussis strains isolated during outbreaks from 2010 through 2012","2012",2012,,"USA",,"United States",,"Human, Homo sapiens","Human",,,,"Human",,,,,"In order to understand the speciation and evolution of the Bordetellae, and the adaptation of multiple lineages to infect humans, we propose to sequence several strains of B. bronchiseptica, B. parapertussis and B. pertussis","2014-12-08T22:10:30.759Z","2015-03-16T03:17:09.594Z"
"1331273.3","Bordetella pertussis STO1-CHOC-0008",,1331273,"131567;2;1224;28216;80840;506;517;520;1331273","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis;Bordetella pertussis STO1-CHOC-0008","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella","Bordetella pertussis","WGS","STO1-CHOC-0008",,,,"MLST.Bordetella_spp.2",,,,,,,,,,,,," ",,,"Good","2013-10-24T00:00:00Z","24356839",,"PRJNA202176","SAMN02436297","GCA_000479795.2",,"AXRV00000000","JCVI","WGS","Illumina","100x","Velvet v. 2.2",,,124,3834602,67.9,24,50507,46,3,,3802,99.1,98,,100,,,"part of 28 B. pertussis strains isolated during outbreaks from 2010 through 2012","2010",2010,,"USA",,"United States",,"Human, Homo sapiens","Human",,,,"Human",,,,,"In order to understand the speciation and evolution of the Bordetellae, and the adaptation of multiple lineages to infect humans, we propose to sequence several strains of B. bronchiseptica, B. parapertussis and B. pertussis","2014-12-08T22:10:31.005Z","2015-03-16T03:17:09.594Z"
"1331274.3","Bordetella pertussis STO1-CHOM-0012",,1331274,"131567;2;1224;28216;80840;506;517;520;1331274","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis;Bordetella pertussis STO1-CHOM-0012","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella","Bordetella pertussis","WGS","STO1-CHOM-0012",,,,"MLST.Bordetella_spp.2",,,,,,,,,,,,," ",,,"Good","2013-10-24T00:00:00Z","24356839",,"PRJNA202177","SAMN02436296","GCA_000479855.2",,"AXRU00000000","JCVI","WGS","Illumina","94.21x","Celera v. 7.0",,,37,4065443,67.7,6,222972,52,12,,4156,99.1,97.9,0.6,100,,,"part of 28 B. pertussis strains isolated during outbreaks from 2010 through 2012","2010",2010,,"USA",,"United States",,"Human, Homo sapiens","Human",,,,"Human",,,,,"In order to understand the speciation and evolution of the Bordetellae, and the adaptation of multiple lineages to infect humans, we propose to sequence several strains of B. bronchiseptica, B. parapertussis and B. pertussis","2014-12-08T22:10:31.016Z","2015-03-16T03:17:09.594Z"
"1331275.3","Bordetella pertussis STO1-CNMC-0004",,1331275,"131567;2;1224;28216;80840;506;517;520;1331275","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis;Bordetella pertussis STO1-CNMC-0004","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella","Bordetella pertussis","WGS","STO1-CNMC-0004",,,,"MLST.Bordetella_spp.2",,,,,,,,,,,,," ",,,"Good","2013-10-24T00:00:00Z","24356839",,"PRJNA202178","SAMN02436303","GCA_000479875.2",,"AXSV00000000","JCVI","WGS","Illumina","100x","Velvet v. 2.2",,,149,3855042,67.9,31,46159,46,3,,3823,99,97.8,,100,,,"part of 28 B. pertussis strains isolated during outbreaks from 2010 through 2012","2010",2010,,"USA",,"United States",,"Human, Homo sapiens","Human",,,,"Human",,,,,"In order to understand the speciation and evolution of the Bordetellae, and the adaptation of multiple lineages to infect humans, we propose to sequence several strains of B. bronchiseptica, B. parapertussis and B. pertussis","2014-12-08T22:10:31.027Z","2015-03-16T03:17:09.594Z"
"1331276.3","Bordetella pertussis CHOC0016",,1331276,"131567;2;1224;28216;80840;506;517;520;1331276","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis;Bordetella pertussis STO1-CHOC-0016","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella","Bordetella pertussis","WGS","STO1-CHOC-0016",,,,"MLST.Bordetella_spp.2",,,,,,,,,,,,," ",,,"Good","2013-10-24T00:00:00Z","24356839",,"PRJNA202179","SAMN02436197","GCA_000479895.1",,"AXSA00000000","JCVI","WGS","Illumina","83.17x","Celera v. 7.0",,,54,4033849,67.8,10,122855,44,2,,4075,99.2,98,,100,,,"part of 28 B. pertussis strains isolated during outbreaks from 2010 through 2012","2010",2010,,"USA",,"United States",,"Human, Homo sapiens","Human",,,,"Human",,,,,"In order to understand the speciation and evolution of the Bordetellae, and the adaptation of multiple lineages to infect humans, we propose to sequence several strains of B. bronchiseptica, B. parapertussis and B. pertussis","2014-12-08T22:10:30.875Z","2015-03-16T03:17:09.594Z"
"1331277.3","Bordetella pertussis CHOC0017",,1331277,"131567;2;1224;28216;80840;506;517;520;1331277","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis;Bordetella pertussis STO1-CHOC-0017","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella","Bordetella pertussis","WGS","STO1-CHOC-0017",,,,"MLST.Bordetella_spp.2",,,,,,,,,,,,," ",,,"Good","2013-10-24T00:00:00Z","24356839",,"PRJNA202180","SAMN02436243","GCA_000479755.1",,"AXRZ00000000","JCVI","WGS","Illumina","100x","Velvet v. 2.2",,,108,4050203,67.8,30,45197,46,3,,4081,98.8,96.7,1.2,100,,,"part of 28 B. pertussis strains isolated during outbreaks from 2010 through 2012","2010",2010,,"USA",,"United States",,"Human, Homo sapiens","Human",,,,"Human",,,,,"In order to understand the speciation and evolution of the Bordetellae, and the adaptation of multiple lineages to infect humans, we propose to sequence several strains of B. bronchiseptica, B. parapertussis and B. pertussis","2014-12-08T22:10:30.905Z","2015-03-16T03:17:09.594Z"
